DATE_FROM;DATE_TO;PRODUCT_TYPE;TENDER_NUMBER;PRODUCTNAME;CROSSBORDER_SETTLEMENTCAPACITY_PRICE_[EUR/MW];AUSTRIA_DEMAND_[MW];AUSTRIA_SETTLEMENTCAPACITY_PRICE_[EUR/MW];AUSTRIA_DEFICIT(-)_SURPLUS(+)_[MW];BELGIUM_DEMAND_[MW];BELGIUM_SETTLEMENTCAPACITY_PRICE_[EUR/MW];BELGIUM_DEFICIT(-)_SURPLUS(+)_[MW];DENMARK_DEMAND_[MW];DENMARK_SETTLEMENTCAPACITY_PRICE_[EUR/MW];DENMARK_DEFICIT(-)_SURPLUS(+)_[MW];FRANCE_DEMAND_[MW];FRANCE_SETTLEMENTCAPACITY_PRICE_[EUR/MW];FRANCE_DEFICIT(-)_SURPLUS(+)_[MW];GERMANY_DEMAND_[MW];GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW];GERMANY_DEFICIT(-)_SURPLUS(+)_[MW];NETHERLANDS_DEMAND_[MW];NETHERLANDS_SETTLEMENTCAPACITY_PRICE_[EUR/MW];NETHERLANDS_DEFICIT(-)_SURPLUS(+)_[MW];SLOVENIA_DEMAND_[MW];SLOVENIA_SETTLEMENTCAPACITY_PRICE_[EUR/MW];SLOVENIA_DEFICIT(-)_SURPLUS(+)_[MW];SWITZERLAND_DEMAND_[MW];SWITZERLAND_SETTLEMENTCAPACITY_PRICE_[EUR/MW];SWITZERLAND_DEFICIT(-)_SURPLUS(+)_[MW];CZECH_REPUBLIC_DEMAND_[MW];CZECH_REPUBLIC_SETTLEMENTCAPACITY_PRICE_[EUR/MW];CZECH_REPUBLIC_DEFICIT(-)_SURPLUS(+)_[MW]
18.02.2024;18.02.2024;FCR;1;NEGPOS_08_12;29,33;72,00;29,33;9,00;93,00;176,28;-65,00;25,00;29,33;-23,00;486,00;3,02;145,00;564,00;29,33;84,00;110,00;29,33;-68,00;14,00;29,33;-14,00;62,00;29,33;-38,00;77,00;29,33;-30,00
18.02.2024;18.02.2024;FCR;1;NEGPOS_12_16;35,20;72,00;35,20;-1,00;93,00;109,88;-65,00;25,00;35,20;-22,00;486,00;3,04;145,00;564,00;35,20;86,00;110,00;35,20;-65,00;14,00;35,20;-13,00;62,00;35,20;-38,00;77,00;35,20;-27,00
18.02.2024;18.02.2024;FCR;1;NEGPOS_16_20;23,36;72,00;23,36;18,00;93,00;141,88;-65,00;25,00;23,36;-24,00;486,00;2,96;145,00;564,00;23,36;52,00;110,00;23,36;-69,00;14,00;23,36;-14,00;62,00;23,36;-8,00;77,00;23,36;-35,00
18.02.2024;18.02.2024;FCR;1;NEGPOS_20_24;18,40;72,00;18,40;4,00;93,00;176,28;-65,00;25,00;18,40;-24,00;486,00;2,86;145,00;564,00;18,40;96,00;110,00;18,40;-66,00;14,00;18,40;-14,00;62,00;18,40;-41,00;77,00;18,40;-35,00
19.02.2024;19.02.2024;FCR;1;NEGPOS_00_04;25,00;72,00;25,00;-3,00;93,00;100,00;-65,00;25,00;25,00;-23,00;486,00;3,06;145,00;564,00;25,00;95,00;110,00;25,00;-57,00;14,00;25,00;-14,00;62,00;25,00;-41,00;77,00;25,00;-37,00
19.02.2024;19.02.2024;FCR;1;NEGPOS_04_08;24,00;72,00;24,00;-3,00;93,00;100,00;-65,00;25,00;24,00;-23,00;486,00;3,00;145,00;564,00;24,00;101,00;110,00;24,00;-66,00;14,00;24,00;-14,00;62,00;24,00;-38,00;77,00;24,00;-37,00
19.02.2024;19.02.2024;FCR;1;NEGPOS_08_12;23,36;72,00;23,36;20,00;93,00;100,00;-65,00;25,00;23,36;-24,00;486,00;3,02;145,00;564,00;23,36;14,00;110,00;23,36;-65,00;14,00;23,36;-14,00;62,00;23,36;26,00;77,00;23,36;-37,00
19.02.2024;19.02.2024;FCR;1;NEGPOS_12_16;25,36;72,00;25,36;36,00;93,00;100,00;-65,00;25,00;25,36;-24,00;486,00;3,92;145,00;564,00;25,36;-9,00;110,00;25,36;-56,00;14,00;25,36;-14,00;62,00;25,36;24,00;77,00;25,36;-37,00
19.02.2024;19.02.2024;FCR;1;NEGPOS_16_20;31,60;72,00;31,60;22,00;93,00;100,00;-65,00;25,00;31,60;-23,00;486,00;3,24;145,00;564,00;31,60;-29,00;110,00;31,60;-56,00;14,00;31,60;-14,00;62,00;31,60;53,00;77,00;31,60;-33,00
19.02.2024;19.02.2024;FCR;1;NEGPOS_20_24;19,10;72,00;19,10;12,00;93,00;100,00;-65,00;25,00;19,10;-24,00;486,00;2,88;145,00;564,00;19,10;51,00;110,00;19,10;-56,00;14,00;19,10;-14,00;62,00;19,10;-12,00;77,00;19,10;-37,00
20.02.2024;20.02.2024;FCR;1;NEGPOS_00_04;29,50;72,00;29,50;8,00;93,00;136,20;-65,00;25,00;29,50;-23,00;486,00;3,00;145,00;564,00;29,50;74,00;110,00;29,50;-66,00;14,00;29,50;-14,00;62,00;29,50;-22,00;77,00;29,50;-37,00
20.02.2024;20.02.2024;FCR;1;NEGPOS_04_08;27,20;72,00;27,20;-7,00;93,00;136,20;-65,00;25,00;27,20;-23,00;486,00;2,94;145,00;564,00;27,20;99,00;110,00;27,20;-66,00;14,00;27,20;-14,00;62,00;27,20;-32,00;77,00;27,20;-37,00
20.02.2024;20.02.2024;FCR;1;NEGPOS_08_12;28,41;72,00;28,41;18,00;93,00;136,20;-65,00;25,00;28,41;-23,00;486,00;2,88;145,00;564,00;28,41;27,00;110,00;28,41;-71,00;14,00;28,41;-14,00;62,00;28,41;20,00;77,00;28,41;-37,00
20.02.2024;20.02.2024;FCR;1;NEGPOS_12_16;32,80;72,00;32,80;3,00;93,00;136,20;-65,00;25,00;32,80;-22,00;486,00;2,98;145,00;564,00;32,80;78,00;110,00;40,00;-77,00;14,00;32,80;-13,00;62,00;32,80;-12,00;77,00;32,80;-37,00
20.02.2024;20.02.2024;FCR;1;NEGPOS_16_20;33,95;72,00;33,95;43,00;93,00;136,20;-65,00;25,00;33,95;-23,00;486,00;2,88;145,00;564,00;33,95;-21,00;110,00;33,95;-68,00;14,00;33,95;-14,00;62,00;33,95;40,00;77,00;33,95;-37,00
20.02.2024;20.02.2024;FCR;1;NEGPOS_20_24;19,10;72,00;19,10;1,00;93,00;136,20;-65,00;25,00;19,10;-24,00;486,00;2,88;145,00;564,00;19,10;92,00;110,00;19,10;-63,00;14,00;19,10;-14,00;62,00;19,10;-35,00;77,00;19,10;-37,00
21.02.2024;21.02.2024;FCR;1;NEGPOS_00_04;43,92;72,00;43,92;-10,00;93,00;137,08;-65,00;25,00;43,92;-22,00;486,00;3,24;145,00;564,00;43,92;87,00;110,00;43,92;-56,00;14,00;43,92;-13,00;62,00;43,92;-15,00;77,00;72,00;-50,00
21.02.2024;21.02.2024;FCR;1;NEGPOS_04_08;36,26;72,00;36,26;-18,00;93,00;137,48;-65,00;25,00;36,26;-22,00;486,00;2,96;145,00;564,00;36,26;90,00;110,00;36,26;-53,00;14,00;36,26;-14,00;62,00;36,26;-13,00;77,00;72,00;-50,00
21.02.2024;21.02.2024;FCR;1;NEGPOS_08_12;29,36;72,00;29,36;3,00;93,00;137,88;-65,00;25,00;29,36;-23,00;486,00;2,92;145,00;564,00;29,36;38,00;110,00;29,36;-71,00;14,00;29,36;-14,00;62,00;29,36;17,00;77,00;29,36;-30,00
21.02.2024;21.02.2024;FCR;1;NEGPOS_12_16;30,40;72,00;30,40;5,00;93,00;137,08;-65,00;25,00;30,40;-22,00;486,00;2,96;145,00;564,00;30,40;81,00;110,00;30,40;-71,00;14,00;30,40;-14,00;62,00;30,40;-29,00;77,00;30,40;-30,00
21.02.2024;21.02.2024;FCR;1;NEGPOS_16_20;32,19;72,00;32,19;13,00;93,00;137,76;-65,00;25,00;32,19;-23,00;486,00;3,72;145,00;564,00;32,19;-15,00;110,00;32,19;-63,00;14,00;32,19;-14,00;62,00;32,19;52,00;77,00;32,19;-30,00
21.02.2024;21.02.2024;FCR;1;NEGPOS_20_24;22,96;72,00;22,96;-21,00;93,00;138,08;-65,00;25,00;22,96;-24,00;486,00;3,12;145,00;564,00;22,96;88,00;110,00;22,96;-63,00;14,00;22,96;-14,00;62,00;22,96;-15,00;77,00;22,96;-30,00
22.02.2024;22.02.2024;FCR;1;NEGPOS_00_04;38,89;72,00;38,89;4,00;93,00;148,76;-65,00;25,00;38,89;-17,00;486,00;3,28;145,00;564,00;38,89;63,00;110,00;38,89;-57,00;14,00;38,89;-12,00;62,00;38,89;-16,00;77,00;48,00;-45,00
22.02.2024;22.02.2024;FCR;1;NEGPOS_04_08;38,77;72,00;38,77;4,00;93,00;148,48;-65,00;25,00;38,77;-22,00;486,00;3,68;145,00;564,00;38,77;51,00;110,00;38,77;-57,00;14,00;38,77;-14,00;62,00;38,77;-7,00;77,00;48,00;-35,00
22.02.2024;22.02.2024;FCR;1;NEGPOS_08_12;24,00;72,00;24,00;32,00;93,00;148,56;-65,00;25,00;24,00;-23,00;486,00;4,90;145,00;564,00;24,00;9,00;110,00;24,00;-63,00;14,00;24,00;-14,00;62,00;24,00;16,00;77,00;24,00;-37,00
22.02.2024;22.02.2024;FCR;1;NEGPOS_12_16;32,36;72,00;32,36;11,00;93,00;148,72;-65,00;25,00;32,36;-22,00;486,00;4,40;145,00;564,00;32,36;4,00;110,00;32,36;-57,00;14,00;32,36;-13,00;62,00;32,36;34,00;77,00;32,36;-37,00
22.02.2024;22.02.2024;FCR;1;NEGPOS_16_20;35,06;72,00;35,06;28,00;93,00;148,56;-65,00;25,00;35,06;-23,00;486,00;4,84;145,00;564,00;35,06;15,00;110,00;35,06;-60,00;14,00;35,06;-14,00;62,00;35,06;11,00;77,00;35,06;-37,00
22.02.2024;22.02.2024;FCR;1;NEGPOS_20_24;44,60;72,00;44,60;21,00;93,00;149,44;-65,00;25,00;44,60;-18,00;486,00;4,02;145,00;564,00;44,60;42,00;110,00;44,60;-57,00;14,00;44,60;-14,00;62,00;44,60;-19,00;77,00;44,60;-35,00
23.02.2024;23.02.2024;FCR;1;NEGPOS_00_04;55,60;72,00;55,60;5,00;93,00;105,56;-65,00;25,00;55,60;-14,00;486,00;2,94;145,00;564,00;55,60;36,00;110,00;55,60;-38,00;14,00;55,60;-13,00;62,00;55,60;-26,00;77,00;55,60;-30,00
23.02.2024;23.02.2024;FCR;1;NEGPOS_04_08;66,11;72,00;66,11;24,00;93,00;105,52;-65,00;25,00;66,11;-16,00;486,00;3,68;145,00;564,00;66,11;27,00;110,00;66,11;-56,00;14,00;66,11;-14,00;62,00;66,11;8,00;77,00;66,11;-45,00
23.02.2024;23.02.2024;FCR;1;NEGPOS_08_12;32,00;72,00;32,00;1,00;93,00;105,04;-65,00;25,00;32,00;-22,00;486,00;20,00;145,00;564,00;32,00;37,00;110,00;32,00;-65,00;14,00;32,00;-14,00;62,00;32,00;13,00;77,00;72,00;-30,00
23.02.2024;23.02.2024;FCR;1;NEGPOS_12_16;40,51;72,00;40,51;14,00;93,00;103,88;-65,00;25,00;40,51;-17,00;486,00;10,00;145,00;564,00;40,51;36,00;110,00;40,51;-53,00;14,00;40,51;-13,00;62,00;40,51;4,00;77,00;78,68;-51,00
23.02.2024;23.02.2024;FCR;1;NEGPOS_16_20;34,43;72,00;34,43;17,00;93,00;103,08;-65,00;25,00;34,43;-23,00;486,00;2,94;145,00;564,00;34,43;7,00;110,00;34,43;-66,00;14,00;34,43;-14,00;62,00;34,43;50,00;77,00;78,68;-51,00
23.02.2024;23.02.2024;FCR;1;NEGPOS_20_24;32,00;72,00;32,00;8,00;93,00;103,64;-65,00;25,00;32,00;-23,00;486,00;2,88;145,00;564,00;32,00;31,00;110,00;32,00;-56,00;14,00;32,00;-14,00;62,00;32,00;25,00;77,00;78,68;-51,00
24.02.2024;24.02.2024;FCR;1;NEGPOS_00_04;47,40;72,00;47,40;-20,00;93,00;100,12;-65,00;25,00;47,40;-22,00;486,00;3,16;145,00;564,00;47,40;83,00;110,00;47,40;-56,00;14,00;47,40;-13,00;62,00;47,40;-12,00;77,00;47,40;-40,00
24.02.2024;24.02.2024;FCR;1;NEGPOS_04_08;49,10;72,00;49,10;-27,00;93,00;133,28;-65,00;25,00;49,10;-21,00;486,00;3,84;145,00;564,00;49,10;74,00;110,00;49,10;-56,00;14,00;49,10;-14,00;62,00;49,10;6,00;77,00;49,10;-42,00
24.02.2024;24.02.2024;FCR;1;NEGPOS_08_12;32,68;72,00;32,68;-16,00;93,00;133,56;-65,00;25,00;32,68;-22,00;486,00;3,88;145,00;564,00;32,68;85,00;110,00;32,68;-63,00;14,00;32,68;-14,00;62,00;32,68;-8,00;77,00;44,00;-42,00
24.02.2024;24.02.2024;FCR;1;NEGPOS_12_16;41,66;72,00;41,66;-18,00;93,00;149,32;-65,00;25,00;41,66;-22,00;486,00;3,84;145,00;564,00;41,66;85,00;110,00;41,66;-48,00;14,00;41,66;-13,00;62,00;41,66;-19,00;77,00;46,00;-45,00
24.02.2024;24.02.2024;FCR;1;NEGPOS_16_20;29,60;72,00;29,60;3,00;93,00;149,64;-65,00;25,00;29,60;-24,00;486,00;3,20;145,00;564,00;29,60;40,00;110,00;29,60;-54,00;14,00;29,60;-14,00;62,00;29,60;11,00;77,00;48,00;-42,00
24.02.2024;24.02.2024;FCR;1;NEGPOS_20_24;32,00;72,00;32,00;-16,00;93,00;132,04;-65,00;25,00;32,00;-23,00;486,00;3,36;145,00;564,00;32,00;72,00;110,00;32,00;-38,00;14,00;32,00;-14,00;62,00;32,00;-19,00;77,00;50,00;-42,00
25.02.2024;25.02.2024;FCR;1;NEGPOS_00_04;44,80;72,00;44,80;-47,00;93,00;87,16;-65,00;25,00;44,80;-20,00;486,00;3,24;145,00;564,00;44,80;138,00;110,00;44,80;-56,00;14,00;44,80;-13,00;62,00;44,80;-33,00;77,00;44,80;-49,00
25.02.2024;25.02.2024;FCR;1;NEGPOS_04_08;31,96;72,00;31,96;-38,00;93,00;78,28;-65,00;25,00;31,96;-20,00;486,00;3,80;145,00;564,00;31,96;133,00;110,00;31,96;-56,00;14,00;31,96;-14,00;62,00;34,47;-33,00;77,00;39,68;-52,00
25.02.2024;25.02.2024;FCR;1;NEGPOS_08_12;34,28;72,00;34,28;-33,00;93,00;70,68;-65,00;25,00;34,28;-17,00;486,00;4,40;145,00;564,00;34,28;121,00;110,00;34,28;-63,00;14,00;34,28;-14,00;62,00;34,28;-22,00;77,00;39,68;-52,00
25.02.2024;25.02.2024;FCR;1;NEGPOS_12_16;41,61;72,00;41,61;-31,00;93,00;71,48;-65,00;25,00;41,61;-17,00;486,00;10,00;145,00;564,00;41,61;114,00;110,00;41,61;-49,00;14,00;41,61;-13,00;62,00;41,61;-35,00;77,00;41,61;-49,00
25.02.2024;25.02.2024;FCR;1;NEGPOS_16_20;31,70;72,00;31,70;-9,00;93,00;79,16;-65,00;25,00;31,70;-23,00;486,00;3,00;145,00;564,00;31,70;53,00;110,00;31,70;-63,00;14,00;31,70;-14,00;62,00;31,70;28,00;77,00;39,68;-52,00
25.02.2024;25.02.2024;FCR;1;NEGPOS_20_24;27,92;72,00;27,92;-30,00;93,00;56,20;-65,00;25,00;27,92;-24,00;486,00;3,28;145,00;564,00;27,92;108,00;110,00;27,92;-63,00;14,00;27,92;-14,00;62,00;27,92;-5,00;77,00;39,68;-52,00
26.02.2024;26.02.2024;FCR;1;NEGPOS_00_04;25,83;72,00;25,83;-3,00;93,00;58,84;-65,00;25,00;25,83;-18,00;486,00;3,80;145,00;564,00;25,83;86,00;110,00;25,83;-56,00;14,00;25,83;-14,00;62,00;32,00;-43,00;77,00;25,83;-32,00
26.02.2024;26.02.2024;FCR;1;NEGPOS_04_08;32,00;72,00;32,00;-12,00;93,00;58,60;-65,00;25,00;32,00;-17,00;486,00;5,28;145,00;564,00;32,00;94,00;110,00;32,00;-56,00;14,00;32,00;-14,00;62,00;32,00;-43,00;77,00;32,00;-32,00
26.02.2024;26.02.2024;FCR;1;NEGPOS_08_12;22,00;72,00;22,00;8,00;93,00;56,76;-65,00;25,00;22,00;-18,00;486,00;3,40;145,00;564,00;22,00;48,00;110,00;22,00;-63,00;14,00;22,00;-14,00;62,00;22,00;-4,00;77,00;22,00;-37,00
26.02.2024;26.02.2024;FCR;1;NEGPOS_12_16;27,99;72,00;27,99;10,00;93,00;54,24;-65,00;25,00;27,99;-18,00;486,00;3,44;145,00;564,00;27,99;26,00;110,00;27,99;-63,00;14,00;27,99;-14,00;62,00;27,99;11,00;77,00;27,99;-32,00
26.02.2024;26.02.2024;FCR;1;NEGPOS_16_20;29,13;72,00;29,13;24,00;93,00;52,88;-65,00;25,00;29,13;-24,00;486,00;2,92;145,00;564,00;29,13;-3,00;110,00;29,13;-63,00;14,00;29,13;-14,00;62,00;29,13;32,00;77,00;29,13;-32,00
26.02.2024;26.02.2024;FCR;1;NEGPOS_20_24;20,44;72,00;20,44;-1,00;93,00;53,64;-65,00;25,00;20,44;-24,00;486,00;3,12;145,00;564,00;20,44;77,00;110,00;20,44;-63,00;14,00;20,44;-14,00;62,00;20,44;-18,00;77,00;20,44;-37,00
27.02.2024;27.02.2024;FCR;1;NEGPOS_00_04;19,20;72,00;19,20;-4,00;93,00;54,64;-65,00;25,00;19,20;-19,00;486,00;10,32;145,00;564,00;19,20;71,00;110,00;19,20;-45,00;14,00;19,20;-14,00;62,00;25,54;-36,00;77,00;19,20;-33,00
27.02.2024;27.02.2024;FCR;1;NEGPOS_04_08;18,40;72,00;18,40;3,00;93,00;55,80;-65,00;25,00;18,40;-24,00;486,00;7,72;145,00;564,00;18,40;70,00;110,00;18,40;-45,00;14,00;18,40;-14,00;62,00;19,59;-33,00;77,00;18,40;-37,00
27.02.2024;27.02.2024;FCR;1;NEGPOS_08_12;19,00;72,00;19,00;7,00;93,00;86,80;-65,00;25,00;19,00;-24,00;486,00;5,72;145,00;564,00;19,00;93,00;110,00;19,00;-63,00;14,00;19,00;-14,00;62,00;19,00;-42,00;77,00;19,00;-37,00
27.02.2024;27.02.2024;FCR;1;NEGPOS_12_16;19,00;72,00;19,00;26,00;93,00;86,80;-65,00;25,00;19,00;-24,00;486,00;12,00;145,00;564,00;19,00;47,00;110,00;19,00;-54,00;14,00;19,00;-14,00;62,00;19,00;-24,00;77,00;19,00;-37,00
27.02.2024;27.02.2024;FCR;1;NEGPOS_16_20;34,80;72,00;34,80;-1,00;93,00;57,16;-65,00;25,00;34,80;-23,00;486,00;3,20;145,00;564,00;34,80;79,00;110,00;34,80;-60,00;14,00;34,80;-14,00;62,00;34,80;-27,00;77,00;34,80;-34,00
27.02.2024;27.02.2024;FCR;1;NEGPOS_20_24;18,40;72,00;18,40;7,00;93,00;57,60;-65,00;25,00;18,40;-24,00;486,00;2,90;145,00;564,00;18,40;75,00;110,00;18,40;-54,00;14,00;18,40;-14,00;62,00;18,47;-33,00;77,00;18,40;-37,00
28.02.2024;28.02.2024;FCR;1;NEGPOS_00_04;19,18;72,00;19,18;-8,00;93,00;100,00;-65,00;25,00;19,18;-24,00;486,00;3,20;145,00;564,00;19,18;114,00;110,00;19,18;-63,00;14,00;19,18;-14,00;62,00;19,18;-38,00;77,00;19,18;-47,00
28.02.2024;28.02.2024;FCR;1;NEGPOS_04_08;19,10;72,00;19,10;-4,00;93,00;100,00;-65,00;25,00;19,10;-24,00;486,00;3,36;145,00;564,00;19,10;108,00;110,00;19,10;-63,00;14,00;19,10;-14,00;62,00;19,10;-36,00;77,00;19,10;-47,00
28.02.2024;28.02.2024;FCR;1;NEGPOS_08_12;21,60;72,00;21,60;-8,00;93,00;100,00;-65,00;25,00;21,60;-23,00;486,00;2,98;145,00;564,00;21,60;105,00;110,00;21,60;-63,00;14,00;21,60;-14,00;62,00;21,60;-30,00;77,00;21,60;-47,00
28.02.2024;28.02.2024;FCR;1;NEGPOS_12_16;19,07;72,00;19,07;25,00;93,00;100,00;-65,00;25,00;19,07;-24,00;486,00;3,76;145,00;564,00;19,07;53,00;110,00;19,07;-63,00;14,00;19,07;-14,00;62,00;19,07;-10,00;77,00;19,07;-47,00
28.02.2024;28.02.2024;FCR;1;NEGPOS_16_20;55,20;72,00;55,20;-11,00;93,00;100,00;-65,00;25,00;55,20;-21,00;486,00;3,00;145,00;564,00;55,20;49,00;110,00;55,20;-50,00;14,00;55,20;-14,00;62,00;55,20;14,00;77,00;55,20;-47,00
28.02.2024;28.02.2024;FCR;1;NEGPOS_20_24;18,40;72,00;18,40;-4,00;93,00;100,00;-65,00;25,00;18,40;-24,00;486,00;3,12;145,00;564,00;18,40;108,00;110,00;18,40;-63,00;14,00;18,40;-14,00;62,00;18,40;-36,00;77,00;18,40;-47,00
29.02.2024;29.02.2024;FCR;1;NEGPOS_00_04;68,00;72,00;68,00;35,00;93,00;68,00;-65,00;25,00;68,00;-20,00;486,00;3,52;145,00;564,00;68,00;28,00;110,00;68,00;-56,00;14,00;68,00;-12,00;62,00;68,00;-17,00;77,00;68,00;-23,00
29.02.2024;29.02.2024;FCR;1;NEGPOS_04_08;54,22;72,00;54,22;30,00;93,00;54,22;-65,00;25,00;54,22;-20,00;486,00;3,56;145,00;564,00;54,22;22,00;110,00;54,22;-56,00;14,00;54,22;-14,00;62,00;54,22;6,00;77,00;57,40;-47,00
29.02.2024;29.02.2024;FCR;1;NEGPOS_08_12;36,00;72,00;36,00;-3,00;93,00;86,80;-65,00;25,00;36,00;-22,00;486,00;12,00;145,00;564,00;36,00;23,00;110,00;36,00;-63,00;14,00;36,00;-14,00;62,00;36,00;46,00;77,00;75,52;-47,00
29.02.2024;29.02.2024;FCR;1;NEGPOS_12_16;54,00;72,00;54,00;9,00;93,00;86,80;-65,00;25,00;54,00;-20,00;486,00;14,04;145,00;564,00;54,00;19,00;110,00;54,00;-56,00;14,00;54,00;-13,00;62,00;54,00;26,00;77,00;68,00;-45,00
29.02.2024;29.02.2024;FCR;1;NEGPOS_16_20;45,68;72,00;45,68;27,00;93,00;51,32;-65,00;25,00;45,68;-22,00;486,00;2,94;145,00;564,00;45,68;-17,00;110,00;45,68;-63,00;14,00;45,68;-14,00;62,00;45,68;56,00;77,00;138,00;-47,00
29.02.2024;29.02.2024;FCR;1;NEGPOS_20_24;40,50;72,00;40,50;47,00;93,00;51,16;-65,00;25,00;40,50;-23,00;486,00;2,92;145,00;564,00;40,50;28,00;110,00;40,50;-56,00;14,00;40,50;-14,00;62,00;40,50;-17,00;77,00;84,00;-45,00
01.03.2024;01.03.2024;FCR;1;NEGPOS_00_04;26,30;72,00;26,30;0,00;93,00;103,28;-65,00;25,00;26,30;-24,00;486,00;3,56;145,00;564,00;26,30;73,00;110,00;26,30;-37,00;14,00;26,30;-14,00;62,00;26,30;-31,00;77,00;55,32;-47,00
01.03.2024;01.03.2024;FCR;1;NEGPOS_04_08;23,00;72,00;23,00;-1,00;93,00;103,84;-65,00;25,00;23,00;-24,00;486,00;3,40;145,00;564,00;23,00;82,00;110,00;23,00;-44,00;14,00;23,00;-14,00;62,00;23,00;-32,00;77,00;60,92;-47,00
01.03.2024;01.03.2024;FCR;1;NEGPOS_08_12;23,60;72,00;23,60;-1,00;93,00;104,16;-65,00;25,00;23,60;-24,00;486,00;4,92;145,00;564,00;23,60;78,00;110,00;23,60;-73,00;14,00;23,60;-14,00;62,00;23,60;3,00;77,00;67,32;-49,00
01.03.2024;01.03.2024;FCR;1;NEGPOS_12_16;24,43;72,00;24,43;46,00;93,00;103,92;-65,00;25,00;24,43;-24,00;486,00;11,00;145,00;564,00;24,43;40,00;110,00;24,43;-70,00;14,00;24,43;-14,00;62,00;24,43;-11,00;77,00;65,32;-47,00
01.03.2024;01.03.2024;FCR;1;NEGPOS_16_20;26,44;72,00;26,44;7,00;93,00;102,60;-65,00;25,00;26,44;-24,00;486,00;3,72;145,00;564,00;26,44;64,00;110,00;26,44;-70,00;14,00;26,44;-14,00;62,00;26,44;9,00;77,00;128,00;-52,00
01.03.2024;01.03.2024;FCR;1;NEGPOS_20_24;24,00;72,00;24,00;3,00;93,00;100,92;-65,00;25,00;24,00;-24,00;486,00;2,96;145,00;564,00;24,00;83,00;110,00;24,00;-62,00;14,00;24,00;-14,00;62,00;24,00;-19,00;77,00;79,00;-47,00
02.03.2024;02.03.2024;FCR;1;NEGPOS_00_04;21,36;72,00;21,36;39,00;93,00;47,80;-65,00;25,00;21,36;-24,00;486,00;3,44;145,00;564,00;21,36;54,00;110,00;21,36;-55,00;14,00;21,36;-14,00;62,00;21,36;-31,00;77,00;21,36;-49,00
02.03.2024;02.03.2024;FCR;1;NEGPOS_04_08;20,90;72,00;20,90;34,00;93,00;46,80;-65,00;25,00;20,90;-24,00;486,00;4,88;145,00;564,00;20,90;66,00;110,00;20,90;-62,00;14,00;20,90;-14,00;62,00;20,90;-31,00;77,00;20,90;-49,00
02.03.2024;02.03.2024;FCR;1;NEGPOS_08_12;20,65;72,00;20,65;15,00;93,00;46,72;-65,00;25,00;20,65;-24,00;486,00;3,36;145,00;564,00;20,65;85,00;110,00;20,65;-62,00;14,00;20,65;-14,00;62,00;20,65;-31,00;77,00;20,65;-49,00
02.03.2024;02.03.2024;FCR;1;NEGPOS_12_16;21,70;72,00;21,70;12,00;93,00;46,60;-65,00;25,00;21,70;-23,00;486,00;3,28;145,00;564,00;21,70;87,00;110,00;21,70;-62,00;14,00;21,70;-14,00;62,00;21,70;-31,00;77,00;21,70;-49,00
02.03.2024;02.03.2024;FCR;1;NEGPOS_16_20;21,92;72,00;21,92;16,00;93,00;45,80;-65,00;25,00;21,92;-24,00;486,00;2,84;145,00;564,00;21,92;59,00;110,00;21,92;-62,00;14,00;21,92;-14,00;62,00;21,92;-6,00;77,00;21,92;-49,00
02.03.2024;02.03.2024;FCR;1;NEGPOS_20_24;19,10;72,00;19,10;11,00;93,00;78,68;-65,00;25,00;19,10;-24,00;486,00;2,92;145,00;564,00;19,10;87,00;110,00;19,10;-62,00;14,00;19,10;-14,00;62,00;19,10;-29,00;77,00;19,10;-49,00
03.03.2024;03.03.2024;FCR;1;NEGPOS_00_04;22,35;72,00;22,35;9,00;93,00;65,12;-65,00;25,00;22,35;-23,00;486,00;2,96;145,00;564,00;22,35;86,00;110,00;22,35;-55,00;14,00;22,35;-14,00;62,00;22,35;-36,00;77,00;22,35;-47,00
03.03.2024;03.03.2024;FCR;1;NEGPOS_04_08;19,95;72,00;19,95;9,00;93,00;63,64;-65,00;25,00;19,95;-24,00;486,00;3,20;145,00;564,00;19,95;95,00;110,00;19,95;-62,00;14,00;19,95;-14,00;62,00;19,95;-37,00;77,00;19,95;-47,00
03.03.2024;03.03.2024;FCR;1;NEGPOS_08_12;25,00;72,00;25,00;2,00;93,00;63,52;-65,00;25,00;25,00;-23,00;486,00;3,00;145,00;564,00;25,00;102,00;110,00;25,00;-65,00;14,00;25,00;-14,00;62,00;25,00;-35,00;77,00;25,00;-47,00
03.03.2024;03.03.2024;FCR;1;NEGPOS_12_16;29,18;72,00;29,18;2,00;93,00;74,72;-65,00;25,00;29,18;-23,00;486,00;3,28;145,00;564,00;29,18;101,00;110,00;29,18;-65,00;14,00;29,18;-14,00;62,00;29,18;-34,00;77,00;29,18;-47,00
03.03.2024;03.03.2024;FCR;1;NEGPOS_16_20;28,07;72,00;28,07;-3,00;93,00;62,96;-65,00;25,00;28,07;-24,00;486,00;2,98;145,00;564,00;28,07;39,00;110,00;28,07;-62,00;14,00;28,07;-14,00;62,00;28,07;31,00;77,00;28,07;-47,00
03.03.2024;03.03.2024;FCR;1;NEGPOS_20_24;18,86;72,00;18,86;-3,00;93,00;62,60;-65,00;25,00;18,86;-24,00;486,00;2,98;145,00;564,00;18,86;87,00;110,00;18,86;-62,00;14,00;18,86;-14,00;62,00;18,86;-17,00;77,00;18,86;-47,00
