DATE_FROM;DATE_TO;PRODUCT_TYPE;TENDER_NUMBER;PRODUCTNAME;CROSSBORDER_SETTLEMENTCAPACITY_PRICE_[EUR/MW];AUSTRIA_DEMAND_[MW];AUSTRIA_SETTLEMENTCAPACITY_PRICE_[EUR/MW];AUSTRIA_DEFICIT(-)_SURPLUS(+)_[MW];BELGIUM_DEMAND_[MW];BELGIUM_SETTLEMENTCAPACITY_PRICE_[EUR/MW];BELGIUM_DEFICIT(-)_SURPLUS(+)_[MW];DENMARK_DEMAND_[MW];DENMARK_SETTLEMENTCAPACITY_PRICE_[EUR/MW];DENMARK_DEFICIT(-)_SURPLUS(+)_[MW];FRANCE_DEMAND_[MW];FRANCE_SETTLEMENTCAPACITY_PRICE_[EUR/MW];FRANCE_DEFICIT(-)_SURPLUS(+)_[MW];GERMANY_DEMAND_[MW];GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW];GERMANY_DEFICIT(-)_SURPLUS(+)_[MW];NETHERLANDS_DEMAND_[MW];NETHERLANDS_SETTLEMENTCAPACITY_PRICE_[EUR/MW];NETHERLANDS_DEFICIT(-)_SURPLUS(+)_[MW];SLOVENIA_DEMAND_[MW];SLOVENIA_SETTLEMENTCAPACITY_PRICE_[EUR/MW];SLOVENIA_DEFICIT(-)_SURPLUS(+)_[MW];SWITZERLAND_DEMAND_[MW];SWITZERLAND_SETTLEMENTCAPACITY_PRICE_[EUR/MW];SWITZERLAND_DEFICIT(-)_SURPLUS(+)_[MW];CZECH_REPUBLIC_DEMAND_[MW];CZECH_REPUBLIC_SETTLEMENTCAPACITY_PRICE_[EUR/MW];CZECH_REPUBLIC_DEFICIT(-)_SURPLUS(+)_[MW]
01.01.2024;01.01.2024;FCR;1;NEGPOS_00_04;114,80;72,00;114,80;11,00;93,00;219,04;-65,00;25,00;114,80;-16,00;486,00;5,77;145,00;564,00;114,80;34,00;110,00;114,80;-31,00;14,00;114,80;-7,00;62,00;114,80;-20,00;77,00;416,00;-51,00
01.01.2024;01.01.2024;FCR;1;NEGPOS_04_08;104,40;72,00;104,40;11,00;93,00;219,40;-65,00;25,00;104,40;-16,00;486,00;7,56;145,00;564,00;104,40;33,00;110,00;104,40;-28,00;14,00;104,40;-7,00;62,00;104,40;-22,00;77,00;416,00;-51,00
01.01.2024;01.01.2024;FCR;1;NEGPOS_08_12;68,80;72,00;68,80;22,00;93,00;220,12;-65,00;25,00;68,80;-21,00;486,00;8,80;145,00;564,00;68,80;46,00;110,00;68,80;-42,00;14,00;68,80;-13,00;62,00;68,80;-21,00;77,00;416,00;-51,00
01.01.2024;01.01.2024;FCR;1;NEGPOS_12_16;77,60;72,00;77,60;11,00;93,00;220,80;-65,00;25,00;77,60;-21,00;486,00;7,05;145,00;564,00;77,60;42,00;110,00;77,60;-28,00;14,00;77,60;-13,00;62,00;77,60;-20,00;77,00;390,40;-51,00
01.01.2024;01.01.2024;FCR;1;NEGPOS_16_20;72,40;72,00;72,40;20,00;93,00;221,16;-65,00;25,00;72,40;-22,00;486,00;6,80;145,00;564,00;72,40;50,00;110,00;72,40;-42,00;14,00;72,40;-14,00;62,00;72,40;-21,00;77,00;390,40;-51,00
01.01.2024;01.01.2024;FCR;1;NEGPOS_20_24;79,96;72,00;79,96;20,00;93,00;221,60;-65,00;25,00;79,96;-21,00;486,00;6,40;145,00;564,00;79,96;55,00;110,00;79,96;-49,00;14,00;79,96;-14,00;62,00;79,96;-20,00;77,00;390,40;-51,00
01.01.2024;01.01.2024;FCR;2;NEGPOS_00_04;-;-;-;-;1,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01.01.2024;01.01.2024;FCR;2;NEGPOS_04_08;-;-;-;-;1,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01.01.2024;01.01.2024;FCR;2;NEGPOS_08_12;-;-;-;-;1,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01.01.2024;01.01.2024;FCR;2;NEGPOS_12_16;-;-;-;-;1,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01.01.2024;01.01.2024;FCR;2;NEGPOS_16_20;-;-;-;-;1,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01.01.2024;01.01.2024;FCR;2;NEGPOS_20_24;-;-;-;-;1,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
02.01.2024;02.01.2024;FCR;1;NEGPOS_00_04;94,00;72,00;94,00;24,00;93,00;277,40;-65,00;25,00;94,00;-20,00;486,00;5,40;145,00;564,00;94,00;58,00;110,00;94,00;-49,00;14,00;94,00;-12,00;62,00;94,00;-29,00;77,00;352,00;-52,00
02.01.2024;02.01.2024;FCR;1;NEGPOS_04_08;98,00;72,00;98,00;25,00;93,00;277,40;-65,00;25,00;98,00;-20,00;486,00;6,00;145,00;564,00;98,00;59,00;110,00;98,00;-46,00;14,00;98,00;-12,00;62,00;98,00;-34,00;77,00;352,00;-52,00
02.01.2024;02.01.2024;FCR;1;NEGPOS_08_12;67,03;72,00;67,03;45,00;93,00;277,40;-65,00;25,00;67,03;-21,00;486,00;6,00;145,00;564,00;67,03;21,00;110,00;67,03;-60,00;14,00;67,03;-14,00;62,00;67,03;-5,00;77,00;383,60;-46,00
02.01.2024;02.01.2024;FCR;1;NEGPOS_12_16;59,21;72,00;59,21;42,00;93,00;327,40;-65,00;25,00;59,21;-21,00;486,00;6,00;145,00;564,00;59,21;31,00;110,00;59,21;-60,00;14,00;59,21;-11,00;62,00;59,21;-15,00;77,00;383,60;-46,00
02.01.2024;02.01.2024;FCR;1;NEGPOS_16_20;60,00;72,00;60,00;42,00;93,00;277,40;-65,00;25,00;60,00;-22,00;486,00;5,00;145,00;564,00;60,00;11,00;110,00;60,00;-60,00;14,00;60,00;-14,00;62,00;60,00;9,00;77,00;383,60;-46,00
02.01.2024;02.01.2024;FCR;1;NEGPOS_20_24;57,04;72,00;57,04;43,00;93,00;327,40;-65,00;25,00;57,04;-22,00;486,00;8,80;145,00;564,00;57,04;30,00;110,00;57,04;-60,00;14,00;57,04;-14,00;62,00;57,04;-11,00;77,00;383,60;-46,00
03.01.2024;03.01.2024;FCR;1;NEGPOS_00_04;94,40;72,00;94,40;-3,00;93,00;279,00;-65,00;25,00;94,40;-15,00;486,00;4,86;145,00;564,00;94,40;54,00;110,00;94,40;-54,00;14,00;94,40;-12,00;62,00;94,40;-9,00;77,00;320,00;-41,00
03.01.2024;03.01.2024;FCR;1;NEGPOS_04_08;87,70;72,00;87,70;-3,00;93,00;279,00;-65,00;25,00;87,70;-15,00;486,00;6,00;145,00;564,00;87,70;59,00;110,00;87,70;-57,00;14,00;87,70;-13,00;62,00;87,70;-10,00;77,00;320,00;-41,00
03.01.2024;03.01.2024;FCR;1;NEGPOS_08_12;56,40;72,00;56,40;61,00;93,00;279,00;-65,00;25,00;56,40;-16,00;486,00;12,00;145,00;564,00;56,40;2,00;110,00;56,40;-60,00;14,00;56,40;-14,00;62,00;56,40;-12,00;77,00;320,00;-41,00
03.01.2024;03.01.2024;FCR;1;NEGPOS_12_16;60,00;72,00;60,00;52,00;93,00;279,00;-65,00;25,00;60,00;-16,00;486,00;7,00;145,00;564,00;60,00;0,00;110,00;60,00;-60,00;14,00;60,00;-12,00;62,00;60,00;-3,00;77,00;379,60;-41,00
03.01.2024;03.01.2024;FCR;1;NEGPOS_16_20;67,40;72,00;67,40;52,00;93,00;279,00;-65,00;25,00;67,40;-22,00;486,00;4,80;145,00;564,00;67,40;-17,00;110,00;67,40;-60,00;14,00;67,40;-14,00;62,00;67,40;22,00;77,00;379,60;-41,00
03.01.2024;03.01.2024;FCR;1;NEGPOS_20_24;55,60;72,00;55,60;20,00;93,00;279,00;-65,00;25,00;55,60;-22,00;486,00;9,60;145,00;564,00;55,60;59,00;110,00;55,60;-60,00;14,00;55,60;-14,00;62,00;55,60;-22,00;77,00;379,60;-41,00
04.01.2024;04.01.2024;FCR;1;NEGPOS_00_04;135,60;72,00;135,60;-38,00;93,00;206,60;-65,00;25,00;135,60;-15,00;486,00;6,20;145,00;564,00;135,60;66,00;110,00;135,60;-29,00;14,00;135,60;-7,00;62,00;135,60;-4,00;77,00;296,00;-53,00
04.01.2024;04.01.2024;FCR;1;NEGPOS_04_08;107,60;72,00;107,60;-30,00;93,00;206,60;-65,00;25,00;107,60;-17,00;486,00;7,29;145,00;564,00;107,60;82,00;110,00;107,60;-35,00;14,00;107,60;-8,00;62,00;107,60;-19,00;77,00;296,00;-53,00
04.01.2024;04.01.2024;FCR;1;NEGPOS_08_12;56,17;72,00;56,17;-8,00;93,00;206,60;-65,00;25,00;56,17;-21,00;486,00;8,28;145,00;564,00;56,17;86,00;110,00;56,17;-41,00;14,00;56,17;-14,00;62,00;56,17;-29,00;77,00;296,00;-53,00
04.01.2024;04.01.2024;FCR;1;NEGPOS_12_16;54,00;72,00;54,00;1,00;93,00;278,60;-65,00;25,00;54,00;-21,00;486,00;6,40;145,00;564,00;54,00;70,00;110,00;54,00;-40,00;14,00;54,00;-14,00;62,00;54,00;-23,00;77,00;336,00;-53,00
04.01.2024;04.01.2024;FCR;1;NEGPOS_16_20;56,00;72,00;56,00;-3,00;93,00;278,60;-65,00;25,00;56,00;-22,00;486,00;6,72;145,00;564,00;56,00;12,00;110,00;56,00;-49,00;14,00;56,00;-14,00;62,00;56,00;49,00;77,00;336,00;-53,00
04.01.2024;04.01.2024;FCR;1;NEGPOS_20_24;49,60;72,00;49,60;-29,00;93,00;278,60;-65,00;25,00;49,60;-22,00;486,00;7,80;145,00;564,00;49,60;92,00;110,00;49,60;-23,00;14,00;49,60;-14,00;62,00;49,60;-31,00;77,00;336,00;-53,00
05.01.2024;05.01.2024;FCR;1;NEGPOS_00_04;81,40;72,00;81,40;-13,00;93,00;81,40;-63,00;25,00;81,40;-20,00;486,00;8,80;145,00;564,00;81,40;85,00;110,00;81,40;-32,00;14,00;81,40;-13,00;62,00;81,40;-38,00;77,00;271,20;-51,00
05.01.2024;05.01.2024;FCR;1;NEGPOS_04_08;65,20;72,00;65,20;3,00;93,00;65,20;-63,00;25,00;65,20;-21,00;486,00;8,00;145,00;564,00;65,20;85,00;110,00;65,20;-40,00;14,00;65,20;-14,00;62,00;65,20;-43,00;77,00;271,20;-51,00
05.01.2024;05.01.2024;FCR;1;NEGPOS_08_12;50,04;72,00;50,04;1,00;93,00;55,40;-63,00;25,00;50,04;-21,00;486,00;6,80;145,00;564,00;50,04;72,00;110,00;50,04;-45,00;14,00;50,04;-14,00;62,00;50,04;-24,00;77,00;271,20;-51,00
05.01.2024;05.01.2024;FCR;1;NEGPOS_12_16;42,80;72,00;42,80;-7,00;93,00;55,40;-63,00;25,00;42,80;-22,00;486,00;5,72;145,00;564,00;42,80;95,00;110,00;42,80;-43,00;14,00;42,80;-14,00;62,00;42,80;-40,00;77,00;271,20;-51,00
05.01.2024;05.01.2024;FCR;1;NEGPOS_16_20;54,40;72,00;54,40;8,00;93,00;84,20;-63,00;25,00;54,40;-22,00;486,00;5,16;145,00;564,00;54,40;66,00;110,00;54,40;-43,00;14,00;54,40;-14,00;62,00;54,40;-26,00;77,00;271,20;-51,00
05.01.2024;05.01.2024;FCR;1;NEGPOS_20_24;40,40;72,00;40,40;-21,00;93,00;84,20;-63,00;25,00;40,40;-23,00;486,00;7,80;145,00;564,00;40,40;95,00;110,00;40,40;-29,00;14,00;40,40;-14,00;62,00;40,40;-39,00;77,00;271,20;-51,00
06.01.2024;06.01.2024;FCR;1;NEGPOS_00_04;69,62;72,00;69,62;-11,00;93,00;224,68;-65,00;25,00;69,62;-21,00;486,00;5,73;145,00;564,00;69,62;65,00;110,00;69,62;-49,00;14,00;69,62;-11,00;62,00;69,62;-24,00;77,00;69,62;-29,00
06.01.2024;06.01.2024;FCR;1;NEGPOS_04_08;56,04;72,00;56,04;-9,00;93,00;158,28;-65,00;25,00;56,04;-21,00;486,00;10,00;145,00;564,00;56,04;64,00;110,00;56,04;-42,00;14,00;56,04;-14,00;62,00;56,04;-29,00;77,00;56,04;-29,00
06.01.2024;06.01.2024;FCR;1;NEGPOS_08_12;38,40;72,00;38,40;-28,00;93,00;158,28;-65,00;25,00;38,40;-22,00;486,00;4,00;145,00;564,00;38,40;104,00;110,00;38,40;-53,00;14,00;38,40;-14,00;62,00;38,40;-38,00;77,00;38,40;-29,00
06.01.2024;06.01.2024;FCR;1;NEGPOS_12_16;36,35;72,00;36,35;-32,00;93,00;158,28;-65,00;25,00;36,35;-22,00;486,00;3,92;145,00;564,00;36,35;121,00;110,00;36,35;-54,00;14,00;36,35;-14,00;62,00;36,35;-31,00;77,00;36,35;-48,00
06.01.2024;06.01.2024;FCR;1;NEGPOS_16_20;41,13;72,00;41,13;9,00;93,00;158,28;-65,00;25,00;41,13;-23,00;486,00;3,92;145,00;564,00;41,13;60,00;110,00;41,13;-48,00;14,00;41,13;-14,00;62,00;41,13;-35,00;77,00;41,13;-29,00
06.01.2024;06.01.2024;FCR;1;NEGPOS_20_24;37,60;72,00;37,60;-25,00;93,00;158,28;-65,00;25,00;37,60;-23,00;486,00;3,92;145,00;564,00;37,60;91,00;110,00;37,60;-53,00;14,00;37,60;-14,00;62,00;37,60;-27,00;77,00;37,60;-29,00
07.01.2024;07.01.2024;FCR;1;NEGPOS_00_04;54,95;72,00;54,95;-47,00;93,00;219,08;-65,00;25,00;54,95;-21,00;486,00;5,73;145,00;564,00;54,95;73,00;110,00;54,95;-31,00;14,00;54,95;-10,00;62,00;54,95;-14,00;77,00;54,95;-30,00
07.01.2024;07.01.2024;FCR;1;NEGPOS_04_08;58,00;72,00;58,00;-43,00;93,00;219,08;-65,00;25,00;58,00;-21,00;486,00;8,04;145,00;564,00;58,00;75,00;110,00;58,00;-39,00;14,00;58,00;-10,00;62,00;58,00;-12,00;77,00;58,00;-30,00
07.01.2024;07.01.2024;FCR;1;NEGPOS_08_12;38,86;72,00;38,86;-26,00;93,00;219,08;-65,00;25,00;38,86;-22,00;486,00;9,53;145,00;564,00;38,86;88,00;110,00;38,86;-49,00;14,00;38,86;-14,00;62,00;38,86;-27,00;77,00;38,86;-30,00
07.01.2024;07.01.2024;FCR;1;NEGPOS_12_16;34,12;72,00;34,12;-30,00;93,00;219,08;-65,00;25,00;34,12;-22,00;486,00;5,57;145,00;564,00;34,12;92,00;110,00;34,12;-49,00;14,00;34,12;-14,00;62,00;34,12;-27,00;77,00;34,12;-30,00
07.01.2024;07.01.2024;FCR;1;NEGPOS_16_20;43,54;72,00;43,54;-38,00;93,00;219,08;-65,00;25,00;43,54;-23,00;486,00;5,48;145,00;564,00;43,54;76,00;110,00;43,54;-51,00;14,00;43,54;-14,00;62,00;43,54;0,00;77,00;43,54;-30,00
07.01.2024;07.01.2024;FCR;1;NEGPOS_20_24;35,60;72,00;35,60;-26,00;93,00;219,08;-65,00;25,00;35,60;-23,00;486,00;5,31;145,00;564,00;35,60;104,00;110,00;35,60;-67,00;14,00;35,60;-14,00;62,00;35,60;-24,00;77,00;35,60;-30,00
08.01.2024;08.01.2024;FCR;1;NEGPOS_00_04;50,30;72,00;50,30;-28,00;93,00;145,72;-65,00;25,00;50,30;-22,00;486,00;4,93;145,00;564,00;50,30;83,00;110,00;50,30;-49,00;14,00;50,30;-10,00;62,00;50,30;-22,00;77,00;50,30;-32,00
08.01.2024;08.01.2024;FCR;1;NEGPOS_04_08;67,20;72,00;67,20;-29,00;93,00;145,72;-65,00;25,00;67,20;-21,00;486,00;5,16;145,00;564,00;67,20;88,00;110,00;67,20;-57,00;14,00;67,20;-14,00;62,00;67,20;-15,00;77,00;67,20;-32,00
08.01.2024;08.01.2024;FCR;1;NEGPOS_08_12;40,50;72,00;40,50;-44,00;93,00;145,72;-65,00;25,00;40,50;-22,00;486,00;3,92;145,00;564,00;40,50;105,00;110,00;40,50;-70,00;14,00;40,50;-14,00;62,00;40,50;-3,00;77,00;40,50;-32,00
08.01.2024;08.01.2024;FCR;1;NEGPOS_12_16;37,02;72,00;37,02;-50,00;93,00;145,72;-65,00;25,00;37,02;-22,00;486,00;3,97;145,00;564,00;37,02;127,00;110,00;37,02;-77,00;14,00;37,02;-14,00;62,00;37,02;-8,00;77,00;37,02;-32,00
08.01.2024;08.01.2024;FCR;1;NEGPOS_16_20;40,00;72,00;40,00;5,00;93,00;145,72;-65,00;25,00;40,00;-23,00;486,00;3,44;145,00;564,00;40,00;44,00;110,00;40,00;-60,00;14,00;40,00;-14,00;62,00;40,00;0,00;77,00;40,00;-32,00
08.01.2024;08.01.2024;FCR;1;NEGPOS_20_24;34,38;72,00;34,38;-50,00;93,00;145,72;-65,00;25,00;34,38;-23,00;486,00;5,12;145,00;564,00;34,38;122,00;110,00;34,38;-67,00;14,00;34,38;-14,00;62,00;34,38;-16,00;77,00;34,38;-32,00
09.01.2024;09.01.2024;FCR;1;NEGPOS_00_04;40,50;72,00;40,50;-17,00;93,00;137,40;-65,00;25,00;40,50;-23,00;486,00;5,76;145,00;564,00;40,50;85,00;110,00;40,50;-60,00;14,00;40,50;-7,00;62,00;40,50;-26,00;77,00;40,50;-32,00
09.01.2024;09.01.2024;FCR;1;NEGPOS_04_08;46,19;72,00;46,19;-26,00;93,00;137,40;-65,00;25,00;46,19;-23,00;486,00;5,16;145,00;564,00;46,19;87,00;110,00;46,19;-60,00;14,00;46,19;-14,00;62,00;46,19;-12,00;77,00;46,19;-32,00
09.01.2024;09.01.2024;FCR;1;NEGPOS_08_12;36,28;72,00;36,28;-18,00;93,00;137,40;-65,00;25,00;36,28;-23,00;486,00;3,68;145,00;564,00;36,28;66,00;110,00;36,28;-67,00;14,00;36,28;-14,00;62,00;36,28;8,00;77,00;36,28;-32,00
09.01.2024;09.01.2024;FCR;1;NEGPOS_12_16;33,20;72,00;33,20;-10,00;93,00;137,40;-65,00;25,00;33,20;-23,00;486,00;3,88;145,00;564,00;33,20;66,00;110,00;33,20;-67,00;14,00;33,20;-14,00;62,00;33,20;0,00;77,00;33,20;-32,00
09.01.2024;09.01.2024;FCR;1;NEGPOS_16_20;52,91;72,00;52,91;11,00;93,00;137,40;-65,00;25,00;52,91;-23,00;486,00;3,40;145,00;564,00;52,91;26,00;110,00;52,91;-60,00;14,00;52,91;-14,00;62,00;52,91;12,00;77,00;52,91;-32,00
09.01.2024;09.01.2024;FCR;1;NEGPOS_20_24;34,00;72,00;34,00;-11,00;93,00;137,40;-65,00;25,00;34,00;-23,00;486,00;3,84;145,00;564,00;34,00;77,00;110,00;34,00;-67,00;14,00;34,00;-14,00;62,00;34,00;-10,00;77,00;34,00;-32,00
10.01.2024;10.01.2024;FCR;1;NEGPOS_00_04;37,00;72,00;37,00;-15,00;93,00;157,00;-65,00;25,00;37,00;-23,00;486,00;4,93;145,00;564,00;37,00;77,00;110,00;37,00;-67,00;14,00;37,00;-10,00;62,00;37,00;-18,00;77,00;37,00;-24,00
10.01.2024;10.01.2024;FCR;1;NEGPOS_04_08;54,64;72,00;54,64;6,00;93,00;157,00;-65,00;25,00;54,64;-21,00;486,00;5,16;145,00;564,00;54,64;19,00;110,00;54,64;-58,00;14,00;54,64;-14,00;62,00;54,64;12,00;77,00;54,64;-24,00
10.01.2024;10.01.2024;FCR;1;NEGPOS_08_12;55,52;72,00;55,52;13,00;93,00;157,00;-65,00;25,00;55,52;-21,00;486,00;3,36;145,00;564,00;55,52;1,00;110,00;55,52;-61,00;14,00;55,52;-14,00;62,00;55,52;26,00;77,00;55,52;-24,00
10.01.2024;10.01.2024;FCR;1;NEGPOS_12_16;38,52;72,00;38,52;30,00;93,00;157,00;-65,00;25,00;38,52;-23,00;486,00;3,52;145,00;564,00;38,52;13,00;110,00;38,52;-67,00;14,00;38,52;-14,00;62,00;38,52;5,00;77,00;38,52;-24,00
10.01.2024;10.01.2024;FCR;1;NEGPOS_16_20;56,80;72,00;56,80;24,00;93,00;157,00;-65,00;25,00;56,80;-21,00;486,00;3,28;145,00;564,00;56,80;-10,00;110,00;56,80;-61,00;14,00;56,80;-14,00;62,00;56,80;23,00;77,00;56,80;-21,00
10.01.2024;10.01.2024;FCR;1;NEGPOS_20_24;29,12;72,00;29,12;9,00;93,00;160,00;-65,00;25,00;29,12;-23,00;486,00;6,76;145,00;564,00;29,12;48,00;110,00;29,12;-67,00;14,00;29,12;-14,00;62,00;29,12;-10,00;77,00;29,12;-23,00
11.01.2024;11.01.2024;FCR;1;NEGPOS_00_04;32,80;72,00;32,80;-19,00;93,00;160,00;-65,00;25,00;32,80;-22,00;486,00;4,90;145,00;564,00;32,80;68,00;110,00;32,80;-67,00;14,00;32,80;-10,00;62,00;32,80;-11,00;77,00;32,80;-19,00
11.01.2024;11.01.2024;FCR;1;NEGPOS_04_08;36,79;72,00;36,79;-2,00;93,00;160,00;-65,00;25,00;36,79;-22,00;486,00;3,76;145,00;564,00;36,79;43,00;110,00;36,79;-67,00;14,00;36,79;-14,00;62,00;36,79;1,00;77,00;36,79;-19,00
11.01.2024;11.01.2024;FCR;1;NEGPOS_08_12;35,14;72,00;35,14;-14,00;93,00;160,00;-65,00;25,00;35,14;-22,00;486,00;3,48;145,00;564,00;35,14;42,00;110,00;35,14;-67,00;14,00;35,14;-14,00;62,00;35,14;18,00;77,00;35,14;-23,00
11.01.2024;11.01.2024;FCR;1;NEGPOS_12_16;28,00;72,00;28,00;13,00;93,00;160,00;-65,00;25,00;28,00;-22,00;486,00;3,96;145,00;564,00;28,00;23,00;110,00;28,00;-67,00;14,00;28,00;-14,00;62,00;28,00;10,00;77,00;28,00;-23,00
11.01.2024;11.01.2024;FCR;1;NEGPOS_16_20;55,20;72,00;55,20;9,00;93,00;160,00;-65,00;25,00;55,20;-21,00;486,00;3,36;145,00;564,00;55,20;-7,00;110,00;55,20;-57,00;14,00;55,20;-14,00;62,00;55,20;33,00;77,00;55,20;-23,00
11.01.2024;11.01.2024;FCR;1;NEGPOS_20_24;27,20;72,00;27,20;-2,00;93,00;160,00;-65,00;25,00;27,20;-23,00;486,00;5,00;145,00;564,00;27,20;51,00;110,00;27,20;-67,00;14,00;27,20;-14,00;62,00;27,20;-6,00;77,00;27,20;-19,00
12.01.2024;12.01.2024;FCR;1;NEGPOS_00_04;26,79;72,00;26,79;16,00;93,00;51,80;-65,00;25,00;26,79;-22,00;486,00;4,90;145,00;564,00;26,79;31,00;110,00;26,79;-49,00;14,00;26,79;-14,00;62,00;26,79;-22,00;77,00;26,79;-20,00
12.01.2024;12.01.2024;FCR;1;NEGPOS_04_08;33,20;72,00;33,20;5,00;93,00;74,68;-65,00;25,00;33,20;-22,00;486,00;3,52;145,00;564,00;33,20;23,00;110,00;33,20;-51,00;14,00;33,20;-14,00;62,00;33,20;-1,00;77,00;33,20;-20,00
12.01.2024;12.01.2024;FCR;1;NEGPOS_08_12;39,64;72,00;39,64;1,00;93,00;60,12;-65,00;25,00;39,64;-22,00;486,00;3,32;145,00;564,00;39,64;21,00;110,00;39,64;-69,00;14,00;39,64;-14,00;62,00;39,64;28,00;77,00;39,64;-25,00
12.01.2024;12.01.2024;FCR;1;NEGPOS_12_16;25,83;72,00;25,83;46,00;93,00;54,88;-65,00;25,00;25,83;-22,00;486,00;3,84;145,00;564,00;25,83;-4,00;110,00;25,83;-67,00;14,00;25,83;-14,00;62,00;25,83;6,00;77,00;25,83;-25,00
12.01.2024;12.01.2024;FCR;1;NEGPOS_16_20;54,29;72,00;54,29;19,00;93,00;74,68;-65,00;25,00;54,29;-22,00;486,00;3,24;145,00;564,00;54,29;-19,00;110,00;54,29;-48,00;14,00;54,29;-14,00;62,00;54,29;29,00;77,00;54,29;-25,00
12.01.2024;12.01.2024;FCR;1;NEGPOS_20_24;25,60;72,00;25,60;9,00;93,00;76,00;-65,00;25,00;25,60;-23,00;486,00;3,56;145,00;564,00;25,60;23,00;110,00;25,60;-60,00;14,00;25,60;-14,00;62,00;25,60;5,00;77,00;25,60;-20,00
13.01.2024;13.01.2024;FCR;1;NEGPOS_00_04;41,80;72,00;41,80;20,00;93,00;89,88;-65,00;25,00;41,80;-22,00;486,00;3,94;145,00;564,00;41,80;11,00;110,00;41,80;-60,00;14,00;41,80;-13,00;62,00;41,80;6,00;77,00;41,80;-22,00
13.01.2024;13.01.2024;FCR;1;NEGPOS_04_08;44,10;72,00;44,10;20,00;93,00;89,88;-65,00;25,00;44,10;-22,00;486,00;7,71;145,00;564,00;44,10;11,00;110,00;44,10;-60,00;14,00;44,10;-14,00;62,00;44,10;7,00;77,00;44,10;-22,00
13.01.2024;13.01.2024;FCR;1;NEGPOS_08_12;35,31;72,00;35,31;21,00;93,00;89,88;-65,00;25,00;35,31;-22,00;486,00;3,56;145,00;564,00;35,31;-23,00;110,00;35,31;-67,00;14,00;35,31;-14,00;62,00;35,31;47,00;77,00;35,31;-22,00
13.01.2024;13.01.2024;FCR;1;NEGPOS_12_16;40,04;72,00;40,04;29,00;93,00;89,88;-65,00;25,00;40,04;-22,00;486,00;5,27;145,00;564,00;40,04;8,00;110,00;40,04;-60,00;14,00;40,04;-14,00;62,00;40,04;1,00;77,00;40,04;-22,00
13.01.2024;13.01.2024;FCR;1;NEGPOS_16_20;34,30;72,00;34,30;27,00;93,00;89,88;-65,00;25,00;34,30;-23,00;486,00;3,56;145,00;564,00;34,30;-23,00;110,00;34,30;-67,00;14,00;34,30;-14,00;62,00;34,30;42,00;77,00;34,30;-22,00
13.01.2024;13.01.2024;FCR;1;NEGPOS_20_24;34,37;72,00;34,37;21,00;93,00;89,88;-65,00;25,00;34,37;-23,00;486,00;3,56;145,00;564,00;34,37;-9,00;110,00;34,37;-67,00;14,00;34,37;-14,00;62,00;34,37;34,00;77,00;34,37;-22,00
14.01.2024;14.01.2024;FCR;1;NEGPOS_00_04;29,47;72,00;29,47;12,00;93,00;47,08;-65,00;25,00;29,47;-22,00;486,00;3,94;145,00;564,00;29,47;54,00;110,00;29,47;-67,00;14,00;29,47;-14,00;62,00;29,47;-26,00;77,00;29,47;-17,00
14.01.2024;14.01.2024;FCR;1;NEGPOS_04_08;31,66;72,00;31,66;12,00;93,00;47,08;-65,00;25,00;31,66;-22,00;486,00;7,71;145,00;564,00;31,66;54,00;110,00;31,66;-67,00;14,00;31,66;-14,00;62,00;31,66;-26,00;77,00;31,66;-17,00
14.01.2024;14.01.2024;FCR;1;NEGPOS_08_12;36,00;72,00;36,00;32,00;93,00;47,08;-65,00;25,00;36,00;-22,00;486,00;3,52;145,00;564,00;36,00;16,00;110,00;36,00;-67,00;14,00;36,00;-14,00;62,00;36,00;-8,00;77,00;36,00;-17,00
14.01.2024;14.01.2024;FCR;1;NEGPOS_12_16;27,20;72,00;27,20;19,00;93,00;47,08;-65,00;25,00;27,20;-22,00;486,00;5,27;145,00;564,00;27,20;47,00;110,00;27,20;-67,00;14,00;27,20;-14,00;62,00;27,20;-26,00;77,00;27,20;-17,00
14.01.2024;14.01.2024;FCR;1;NEGPOS_16_20;31,66;72,00;31,66;14,00;93,00;47,08;-65,00;25,00;31,66;-23,00;486,00;3,40;145,00;564,00;31,66;5,00;110,00;31,66;-67,00;14,00;31,66;-14,00;62,00;31,66;22,00;77,00;31,66;-17,00
14.01.2024;14.01.2024;FCR;1;NEGPOS_20_24;30,68;72,00;30,68;14,00;93,00;47,08;-65,00;25,00;30,68;-23,00;486,00;3,48;145,00;564,00;30,68;38,00;110,00;30,68;-67,00;14,00;30,68;-14,00;62,00;30,68;-11,00;77,00;30,68;-17,00
